	gen	id	fitness	mutation	context
73	2	9	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
How can we use the Google Cloud Vision API in a Jupyter Notebook?
Topic: Data
How can we use the Google Cloud Natural Language API in a Jupyter Notebook?
Topic: Data
If you break a mirror and eat seven pieces of it, does its magic affect you?
Topic: Other
What is the first name of the youngest daughter?
Topic: Other
What is a Histogram-based vector space model?
Topic: Data
What are the different types of information included in a datetime object?
Topic: Data
How do I use a machine learning algorithm to recognize blacklisted words?
Topic: Data
@Hugh_Bonneville is it just me or do you feel like there are more full on sex scenes in drama now?
Topic: Other
"
74	2	10	0.46153846153846156	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the fourth word in the third sentence of the 10 th paragraph?
Topic: Other
Why doesn' t my computer always boot up just as fast as it can?
Topic: Other
How can I add a column to my dataframe in pandas?
Topic: Data
Why are manhole covers round?
Topic: Other
Would it also be possible to sort your reactions by the amount of thank yous?
Topic: Other
What is the difference between a Turing machine and a finite state machine?
Topic: Data
What does ""Sharknado"" mean?
Topic: Other
What is the latest news story?
Topic: Other
"
75	2	11	0.46153846153846156	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
I am not into girls, but I find the idea of a guy with a huge cock exciting. What should I do?
Topic: Other
Consider the following program:
Topic: Data
What is the recommended neural network architecture for latent semantic analysis?
Topic: Data
When using random variable sampling, and the population standard deviation is not known, is it better to use the estimated standard deviation from the sample?
Topic: Data
What exactly is the purpose of a question mark?
Topic: Other
Why life sucks
Topic: Other
What is the difference between a nested if and an if-else statement?
Topic: Data
What is the purpose of jupyter_client.py ?
Topic: Data
"
76	2	12	0.3076923076923077	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the sum of all the numbers in the word ""Simple""?
Topic: Other
Why are you writing this?
Topic: Other
Can you share some advice on program architecture?
Topic: Data
What is the difference between an integer and a float?
Topic: Data
What is the color of the word ""blue?""
Topic: Other
How to manage big data with Spark?
Topic: Data
How is a Deep Neural Network (DNN) trained?
Topic: Data
Compare and contrast NoSQL and SQL databases.
Topic: Data
"
77	2	13	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
How do you read a file line by line in Java?
Topic: Data
What is the difference between classification and regression?
Topic: Data
What can I do about my roommate's loud music?
Topic: Other
What is the difference between a discrete and a continuous random variable?
Topic: Data
How would you benchmark the performance of an algorithm?
Topic: Data
What is the difference between Apache Spark and Hadoop?
Topic: Data
What is the Python equivalent of Perl's CPAN?
Topic: Data
Did Christophe Columb really cross the ocean in a hot air balloon?
Topic: Other
"
78	2	14	0.46153846153846156	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
what kind of things that I'm trying to answer with questions - What's the word for an ""IQ score?""
Topic: Other
How to hold a paper session at conference?
Topic: Data
Why is school compulsory?
Topic: Other
@hugh_bonneville thanks for answering! I've got another one - do you get to see the script before filming?
Topic: Other
What do you want to be when you grow up?
Topic: Other
What is a good data science project to do?
Topic: Data
How do I read an excel file line by line in Java?
Topic: Data
What is the difference between .transform() and .transform(newFn) in Spark?
Topic: Data
"
79	2	15	0.34615384615384615	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Was it really a meteor that landed in Russia?
Topic: Other
What are some video games that you would recommend?
Topic: Data
How do I write a function that returns another function?
Topic: Data
@hugh_bonneville But don't you want to know who died?
Topic: Other
How to read a file in text mode when the file descriptor is not initialized?
Topic: Data
What is the future of data science?
Topic: Data
How to create a recommendation system for a site selling shoes?
Topic: Data
Would you consider yourself a data scientist?
Topic: Data
"
80	2	16	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Has anyone seen the original Transformers movie?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
What's the difference between data science and data analytics?
Topic: Data
When he attached the wires, they made a spark. Does he need more training?
Topic: Other
what is data science?
Topic: Data
Are Python and R really competing as the language of choice for data science tasks?
Topic: Data
Is there a way to detect when someone is looking at you?
Topic: Other
what is the best way to learn data science?
Topic: Data
"
81	2	17	0.5	2	"Decide whether the topic of the question is "" Data"" or "" Other"".
How to submit code snippet in Dr. Dobbs Journal?
Topic: Data
How can we use the Google Cloud Natural Language API in a Jupyter Notebook?
Topic: Data
If you break a mirror and eat seven pieces of it, does its magic affect you?
Topic: Other
What is the first name of the youngest daughter?
Topic: Other
What is a Histogram-based vector space model?
Topic: Data
What are the different types of information included in a datetime object?
Topic: Data
How do I use a machine learning algorithm to recognize blacklisted words?
Topic: Data
@Hugh_Bonneville is it just me or do you feel like there are more full on sex scenes in drama now?
Topic: Other
Is it possible to create a model of exponential growth in Python?
Topic: Data
"
82	2	18	0.6153846153846154	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
and if we're not, why not?
Topic: Other
Why doesn' t my computer always boot up just as fast as it can?
Topic: Other
How can I add a column to my dataframe in pandas?
Topic: Data
Why are manhole covers round?
Topic: Other
Would it also be possible to sort your reactions by the amount of thank yous?
Topic: Other
What is the difference between a Turing machine and a finite state machine?
Topic: Data
What does ""Sharknado"" mean?
Topic: Other
What is the latest news story?
Topic: Other
Is it possible to set up an API in AWS?
Topic: Data
"
83	2	19	0.4230769230769231	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
I am not into girls, but I find the idea of a guy with a huge cock exciting. What should I do?
Topic: Other
Consider the following program:
Topic: Data
What is the recommended neural network architecture for latent semantic analysis?
Topic: Data
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What's the difference between data science and data analytics?
Topic: Data
When he attached the wires, they made a spark. Does he need more training?
Topic: Other
Does anyone know if non-library buildings are open on campus?
Topic: Other
Why life sucks
Topic: Other
"
84	2	20	0.5384615384615384	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
What does a data science career path look like?
Topic: Data
what is data science?
Topic: Data
should I just thumbs up every single message or what
Topic: Other
What is the difference between an integer and a float?
Topic: Data
What is the color of the word ""blue?""
Topic: Other
How to manage big data with Spark?
Topic: Data
How is a Deep Neural Network (DNN) trained?
Topic: Data
Compare and contrast NoSQL and SQL databases.
Topic: Data
What is the latest news story?
Topic: Other
"
85	2	21	0.5	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
Has anyone seen the original Transformers movie?
Topic: Other
What is the difference between classification and regression?
Topic: Data
What can I do about my roommate's loud music?
Topic: Other
Have you ever used the TrimShrink algorithm inside of the Apache Spark Machine Learning Library?
Topic: Data
How can a data scientist successfully work on an agile team?
Topic: Data
What are some alternative ways of doing text mining?
Topic: Data
What is a tool to monitor the Google index?
Topic: Data
What is the best way to learn Tableau and PowerBI?
Topic: Data
"
86	2	22	0.4230769230769231	2	"Decide whether the topic of the question is "" Data"" or "" Other"".
what kind of things that I'm trying to answer with questions - What's the word for an ""IQ score?""
Topic: Other
How to hold a paper session at conference?
Topic: Data
Why is school compulsory?
Topic: Other
@hugh_bonneville thanks for answering! I've got another one - do you get to see the script before filming?
Topic: Other
What do you want to be when you grow up?
Topic: Other
What is a good data science project to do?
Topic: Data
What is the color of the word ""blue?""
Topic: Other
would this be better if we had dedicated reactions for good/bad questions/answers?
Topic: Other
Could you tell me how to get a refund for my order?
Topic: Other
"
87	2	23	0.6153846153846154	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
what is data science?
Topic: Data
Does anyone know if non-library buildings are open on campus?
Topic: Other
@hugh_bonneville But don't you want to know who died?
Topic: Other
How to read a file in text mode when the file descriptor is not initialized?
Topic: Data
What is the future of data science?
Topic: Data
How many neurons are contained within the human nervous system?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
How to go about learning Python for data science?
Topic: Data
"
88	2	24	0.7307692307692307	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What are some good tricks to use in Python?
Topic: Data
What benefits might I experience from being transgender?
Topic: Other
What is the difference between mean and median?
Topic: Data
How often should data engineers and data scientists pair program?
Topic: Data
What is the most important thing a data scientist can learn from good literature?
Topic: Data
Django or Flask?
Topic: Data
What is a simulation and how does it differ from machine learning modeling?
Topic: Data
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
"
89	2	25	0.46153846153846156	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
How can we use the Google Cloud Vision API in a Jupyter Notebook?
Topic: Data
Is it possible to create a model of exponential growth in Python?
Topic: Data
What is your favourite film?
Topic: Other
What is the best platform to use for Data Science?
Topic: Data
What is the difference between maximum likelihood estimation and least squares estimation?
Topic: Data
Why does the chicken cross the road?
Topic: Other
Is there a difference between how someone falls asleep with their eyes open and their eyes closed?
Topic: Other
Why is age the only thing that makes a difference in the consistency of snot?
Topic: Other
"
90	2	26	0.6538461538461539	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the fourth word in the third sentence of the 10 th paragraph?
Topic: Other
What are some libraries for data visualization in python?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
Could you explain the difference between Spark and Hadoop?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What statistical distribution models intervals?
Topic: Data
@[redacted] Do you have any of the merch with the new logo done? If so can we see a link / picture?
Topic: Other
What does a data science career path look like?
Topic: Data
"
91	2	27	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
The wise old oak tree helped you make a decision?
Topic: Other
@[redacted] Do you have any of the merch with the new logo done? If so can we see a link / picture?
Topic: Other
Could you explain the difference between Spark and Hadoop?
Topic: Data
When using random variable sampling, and the population standard deviation is not known, is it better to use the estimated standard deviation from the sample?
Topic: Data
What exactly is the purpose of a question mark?
Topic: Other
Why life sucks
Topic: Other
What is the difference between a nested if and an if-else statement?
Topic: Data
What is the purpose of jupyter_client.py ?
Topic: Data
"
92	2	28	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the sum of all the numbers in the word ""Simple""?
Topic: Other
Why are you writing this?
Topic: Other
Can you share some advice on program architecture?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What is the best way to learn Tableau and PowerBI?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
When he attached the wires, they made a spark. Does he need more training?
Topic: Other
What are some people's favorite movies?
Topic: Other
"
93	2	29	0.5769230769230769	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
How do you read a file line by line in Java?
Topic: Data
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
What are some tools for web scraping?
Topic: Data
What is the difference between a discrete and a continuous random variable?
Topic: Data
How would you benchmark the performance of an algorithm?
Topic: Data
What is the difference between Apache Spark and Hadoop?
Topic: Data
What is the Python equivalent of Perl's CPAN?
Topic: Data
Did Christophe Columb really cross the ocean in a hot air balloon?
Topic: Other
"
94	2	30	0.5769230769230769	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What are some people's favorite movies?
Topic: Other
What is a simulation and how does it differ from machine learning modeling?
Topic: Data
Has anyone ever trained a transformer model for NLP?
Topic: Data
What is the best way to learn Tableau and PowerBI?
Topic: Data
should I just thumbs up every single message or what
Topic: Other
What would be a good name for an Indie game development company?
Topic: Other
How do I read an excel file line by line in Java?
Topic: Data
What is the difference between .transform() and .transform(newFn) in Spark?
Topic: Data
"
95	2	31	0.4230769230769231	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Was it really a meteor that landed in Russia?
Topic: Other
What are some video games that you would recommend?
Topic: Data
How do I write a function that returns another function?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What is the best way to learn Tableau and PowerBI?
Topic: Data
Django or Flask?
Topic: Data
How to create a recommendation system for a site selling shoes?
Topic: Data
Would you consider yourself a data scientist?
Topic: Data
"
96	3	0	0.7307692307692307	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What are some good tricks to use in Python?
Topic: Data
What benefits might I experience from being transgender?
Topic: Other
What is the difference between mean and median?
Topic: Data
How often should data engineers and data scientists pair program?
Topic: Data
What is the most important thing a data scientist can learn from good literature?
Topic: Data
Django or Flask?
Topic: Data
What is a simulation and how does it differ from machine learning modeling?
Topic: Data
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
"
97	3	1	0.5769230769230769	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
what is data science?
Topic: Data
Does anyone know if non-library buildings are open on campus?
Topic: Other
Where was the largest cluster of cases found this month?
Topic: Other
What is the best way to learn Tableau and PowerBI?
Topic: Data
Django or Flask?
Topic: Data
How many neurons are contained within the human nervous system?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
"
98	3	2	0.5769230769230769	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
How to submit code snippet in Dr. Dobbs Journal?
Topic: Data
Is it possible to create a model of exponential growth in Python?
Topic: Data
What is your favourite film?
Topic: Other
What is the best platform to use for Data Science?
Topic: Data
What is the difference between maximum likelihood estimation and least squares estimation?
Topic: Data
Why does the chicken cross the road?
Topic: Other
Is there a difference between how someone falls asleep with their eyes open and their eyes closed?
Topic: Other
Why is age the only thing that makes a difference in the consistency of snot?
Topic: Other
When would I use the Round function in Python?
Topic: Data
"
99	3	3	0.6538461538461539	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the fourth word in the third sentence of the 10 th paragraph?
Topic: Other
What are some libraries for data visualization in python?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
Could you explain the difference between Spark and Hadoop?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What statistical distribution models intervals?
Topic: Data
@[redacted] Do you have any of the merch with the new logo done? If so can we see a link / picture?
Topic: Other
What does a data science career path look like?
Topic: Data
"
100	3	4	0.6538461538461539	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Has anyone seen the original Transformers movie?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
What are some tools for web scraping?
Topic: Data
Have you ever used the TrimShrink algorithm inside of the Apache Spark Machine Learning Library?
Topic: Data
How can a data scientist successfully work on an agile team?
Topic: Data
What are some alternative ways of doing text mining?
Topic: Data
What is a tool to monitor the Google index?
Topic: Data
What are some websites that I can read?
Topic: Other
"
101	3	5	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the sum of all the numbers in the word ""Simple""?
Topic: Other
Why are you writing this?
Topic: Other
Can you share some advice on program architecture?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What is the best way to learn Tableau and PowerBI?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
When he attached the wires, they made a spark. Does he need more training?
Topic: Other
What are some people's favorite movies?
Topic: Other
"
102	3	6	0.6153846153846154	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
what is data science?
Topic: Data
Does anyone know if non-library buildings are open on campus?
Topic: Other
@hugh_bonneville But don't you want to know who died?
Topic: Other
How to read a file in text mode when the file descriptor is not initialized?
Topic: Data
What is the future of data science?
Topic: Data
How many neurons are contained within the human nervous system?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
How to go about learning Python for data science?
Topic: Data
"
103	3	7	0.6153846153846154	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
and if we're not, why not?
Topic: Other
Why doesn' t my computer always boot up just as fast as it can?
Topic: Other
How can I add a column to my dataframe in pandas?
Topic: Data
Why are manhole covers round?
Topic: Other
Would it also be possible to sort your reactions by the amount of thank yous?
Topic: Other
What is the difference between a Turing machine and a finite state machine?
Topic: Data
What does ""Sharknado"" mean?
Topic: Other
What is the latest news story?
Topic: Other
Is it possible to set up an API in AWS?
Topic: Data
"
104	3	8	0.38461538461538464	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the real name of the father of the Bluth family?
Topic: Other
How to run a python script via command line?
Topic: Data
Why do people think that Ian's name has anything to do with the game?
Topic: Other
Are there any tools that automate the process of setting up an API?
Topic: Data
How to write a Python program that takes two numbers in and generates the number that is their average.
Topic: Data
I have a question. Is it weird for me to like girls with sporty bodies?
Topic: Other
@peter_hawdon Will you be joining other cast members at any special events?
Topic: Other
What was the first programming language?
Topic: Data
"
105	3	9	0.5769230769230769	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Find the largest number in a data set in Java?
Topic: Data
Will the iPhone 6 really be bigger than the current iPhone?
Topic: Other
Was he aware the gun was loaded?
Topic: Other
What is the most embarrassing thing that could ever happen if you had a time machine?
Topic: Other
When do two people not make two?
Topic: Other
What does the 'A' stand for in the A-star algorithm?
Topic: Data
What do you call an elephant that doesn't drink milk?
Topic: Other
Is there an equivalent to the CASCADE option in MySQL in PostgreSQL?
Topic: Data
"
106	3	10	0.5384615384615384	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
How do you suggest handling unmotivated teammates?
Topic: Data
What is the name of the fifth stair on the fourth floor of the house?
Topic: Other
What do you call a sleeping bull?
Topic: Other
What might my doctor prescribe me to help me on my way? A: Marijuana.
Topic: Other
What is the issue with Azure (and Google for that matter)?
Topic: Data
How long will it take for my order to arrive?
Topic: Other
What methods do you use to get comfortable with new Python or R packages?
Topic: Data
How to do use the Google Vision API with Android Devices?
Topic: Data
"
107	3	11	0.5384615384615384	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
what's your favorite song by the beatles?
Topic: Other
What does it mean to be a data scientist?
Topic: Data
why did god invent alcohol?
Topic: Other
What is your most cherished memory?
Topic: Other
Is graffiti considered art?
Topic: Other
What does the word ""todger"" mean?
Topic: Other
What is Cytochrome C?
Topic: Data
What does [x] mean in the following sentence: ""We had [x] good results""?
Topic: Other
"
108	3	12	0.5384615384615384	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the difference between a Data scientist and a data analyst ?
Topic: Data
What would be a good pet for an older person living alone?
Topic: Other
What is the height of the sky?
Topic: Other
How can I plot a histogram in Python?
Topic: Data
Can I get the current year as a number?
Topic: Data
How do I install SQL Server on macOS?
Topic: Data
What is the difference between a dictionary and a corpus?
Topic: Data
What is a Markov Model?  What are the applications of Markov Models?
Topic: Data
"
109	3	13	0.5769230769230769	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Why does the human race continue to produce and consume?
Topic: Other
Is there a data scientist salary bubble?
Topic: Data
How would you explain Python to a new data scientist?
Topic: Data
What is a good way to follow you on Twitter?
Topic: Other
What is a data scientist?
Topic: Data
How to remove duplicates in Python pandas? (duplicated rows in a dataframe)
Topic: Data
@hugh_bonneville but will you be back for Downton Abbey?
Topic: Other
What are some challenges that data scientists in India face, and how can they overcome them?
Topic: Data
"
110	3	14	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the purpose of being…
Topic: Other
Why do we put up with all this shit?
Topic: Other
What is the best place to meet students from your school?
Topic: Other
What is the best tool to use for data cleaning?
Topic: Data
Where do the first two letters of 'the alphabet' come from?
Topic: Other
Which is a better choice: Mac or PC?
Topic: Other
Which are the essential tools needed by a data scientist?
Topic: Data
How to make a time series plot in Python?
Topic: Data
"
111	3	15	0.6153846153846154	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the new slang term for ""cool""?
Topic: Other
What is the difference between a linear model and a logistic regression model?
Topic: Data
Does Islam have any particular rituals that Muslims have to attend …
Topic: Other
What is a ducks favorite thing to do?
Topic: Other
What happens if I fall into a black hole?
Topic: Other
How do I get a list of occurrences of a word from a text file?
Topic: Data
What is the difference between an active filter and a passive filter?
Topic: Data
How do I define a new operator in Launchpad?
Topic: Data
"
112	3	16	0.6923076923076923	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What are some good tricks to use in Python?
Topic: Data
What benefits might I experience from being transgender?
Topic: Other
What is the difference between mean and median?
Topic: Data
Are there any tools that automate the process of setting up an API?
Topic: Data
What is the most important thing a data scientist can learn from good literature?
Topic: Data
Django or Flask?
Topic: Data
What is a simulation and how does it differ from machine learning modeling?
Topic: Data
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
"
113	3	17	0.6538461538461539	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
what is data science?
Topic: Data
Does anyone know if non-library buildings are open on campus?
Topic: Other
Where was the largest cluster of cases found this month?
Topic: Other
What is the best way to learn Tableau and PowerBI?
Topic: Data
Django or Flask?
Topic: Data
How many neurons are contained within the human nervous system?
Topic: Other
Is there an equivalent to the CASCADE option in MySQL in PostgreSQL?
Topic: Data
"
114	3	18	0.5384615384615384	3	"Decide whether the topic of the question is "" Data"" or "" Other"".
How do you suggest handling unmotivated teammates?
Topic: Data
What is the name of the fifth stair on the fourth floor of the house?
Topic: Other
What do you call a sleeping bull?
Topic: Other
What is the best platform to use for Data Science?
Topic: Data
What is the difference between maximum likelihood estimation and least squares estimation?
Topic: Data
Why does the chicken cross the road?
Topic: Other
Is there a difference between how someone falls asleep with their eyes open and their eyes closed?
Topic: Other
Why is age the only thing that makes a difference in the consistency of snot?
Topic: Other
When would I use the Round function in Python?
Topic: Data
The best way to start learning a programming language is to read a book, true or false?
Topic: Data
@Hugh_Bonneville is it just me or do you feel like there are more full on sex scenes in drama now?
Topic: Other
"
115	3	19	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the fourth word in the third sentence of the 10 th paragraph?
Topic: Other
What are some libraries for data visualization in python?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
Could you explain the difference between Spark and Hadoop?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What does the word ""todger"" mean?
Topic: Other
@[redacted] Do you have any of the merch with the new logo done? If so can we see a link / picture?
Topic: Other
What does a data science career path look like?
Topic: Data
"
116	3	20	0.5769230769230769	2	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the difference between a Turing machine and a finite state machine?
Topic: Data
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
What is the height of the sky?
Topic: Other
How can I plot a histogram in Python?
Topic: Data
Can I get the current year as a number?
Topic: Data
How do I install SQL Server on macOS?
Topic: Data
What is a tool to monitor the Google index?
Topic: Data
How to create a recommendation system for a site selling shoes?
Topic: Data
"
117	3	21	0.6153846153846154	2	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the sum of all the numbers in the word ""Simple""?
Topic: Other
Why are you writing this?
Topic: Other
Is it possible for there to be a word that means the same as another word, but is also a verb?
Topic: Other
What is a good way to follow you on Twitter?
Topic: Other
What is a data scientist?
Topic: Data
How to remove duplicates in Python pandas? (duplicated rows in a dataframe)
Topic: Data
@hugh_bonneville but will you be back for Downton Abbey?
Topic: Other
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
"
118	3	22	0.7307692307692307	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
Neural networks can be programmed in both Tensorflow and PyTorch, true or false?
Topic: Data
what is data science?
Topic: Data
Does anyone know if non-library buildings are open on campus?
Topic: Other
@hugh_bonneville But don't you want to know who died?
Topic: Other
How to read a file in text mode when the file descriptor is not initialized?
Topic: Data
What is the future of data science?
Topic: Data
Which are the essential tools needed by a data scientist?
Topic: Data
How to make a time series plot in Python?
Topic: Data
How to go about learning Python for data science?
Topic: Data
"
119	3	23	0.7307692307692307	1	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the new slang term for ""cool""?
Topic: Other
What is the difference between a linear model and a logistic regression model?
Topic: Data
Does Islam have any particular rituals that Muslims have to attend …
Topic: Other
What is a ducks favorite thing to do?
Topic: Other
What happens if I fall into a black hole?
Topic: Other
How do I get a list of occurrences of a word from a text file?
Topic: Data
What is the difference between an active filter and a passive filter?
Topic: Data
How do I define a new operator in Launchpad?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
"
120	3	24	0.38461538461538464	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the real name of the father of the Bluth family?
Topic: Other
How to run a python script via command line?
Topic: Data
Why do people think that Ian's name has anything to do with the game?
Topic: Other
How often should data engineers and data scientists pair program?
Topic: Data
How to write a Python program that takes two numbers in and generates the number that is their average.
Topic: Data
I have a question. Is it weird for me to like girls with sporty bodies?
Topic: Other
@peter_hawdon Will you be joining other cast members at any special events?
Topic: Other
What was the first programming language?
Topic: Data
"
121	3	25	0.7307692307692307	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Find the largest number in a data set in Java?
Topic: Data
Will the iPhone 6 really be bigger than the current iPhone?
Topic: Other
Was he aware the gun was loaded?
Topic: Other
What is the most embarrassing thing that could ever happen if you had a time machine?
Topic: Other
When do two people not make two?
Topic: Other
What does the 'A' stand for in the A-star algorithm?
Topic: Data
What do you call an elephant that doesn't drink milk?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
"
122	3	26	0.5384615384615384	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
How to submit code snippet in Dr. Dobbs Journal?
Topic: Data
Is it possible to create a model of exponential growth in Python?
Topic: Data
What is your favourite film?
Topic: Other
What might my doctor prescribe me to help me on my way? A: Marijuana.
Topic: Other
What is the issue with Azure (and Google for that matter)?
Topic: Data
How long will it take for my order to arrive?
Topic: Other
What methods do you use to get comfortable with new Python or R packages?
Topic: Data
How to do use the Google Vision API with Android Devices?
Topic: Data
"
123	3	27	0.5769230769230769	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
what's your favorite song by the beatles?
Topic: Other
What does it mean to be a data scientist?
Topic: Data
why did god invent alcohol?
Topic: Other
What is your most cherished memory?
Topic: Other
Is graffiti considered art?
Topic: Other
What statistical distribution models intervals?
Topic: Data
What is Cytochrome C?
Topic: Data
What does [x] mean in the following sentence: ""We had [x] good results""?
Topic: Other
"
124	3	28	0.6923076923076923	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the difference between a Data scientist and a data analyst ?
Topic: Data
What would be a good pet for an older person living alone?
Topic: Other
What are some tools for web scraping?
Topic: Data
Have you ever used the TrimShrink algorithm inside of the Apache Spark Machine Learning Library?
Topic: Data
How can a data scientist successfully work on an agile team?
Topic: Data
What are some alternative ways of doing text mining?
Topic: Data
What is the difference between a dictionary and a corpus?
Topic: Data
What is a Markov Model?  What are the applications of Markov Models?
Topic: Data
"
125	3	29	0.5	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
Why does the human race continue to produce and consume?
Topic: Other
Is there a data scientist salary bubble?
Topic: Data
Can you share some advice on program architecture?
Topic: Data
Where was the largest cluster of cases found this month?
Topic: Other
What is the best way to learn Tableau and PowerBI?
Topic: Data
Is it possible to set up an API in AWS?
Topic: Data
When he attached the wires, they made a spark. Does he need more training?
Topic: Other
What are some people's favorite movies?
Topic: Other
"
126	3	30	0.38461538461538464	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
What is the purpose of being…
Topic: Other
Why do we put up with all this shit?
Topic: Other
What is the best place to meet students from your school?
Topic: Other
What is the best tool to use for data cleaning?
Topic: Data
Where do the first two letters of 'the alphabet' come from?
Topic: Other
Which is a better choice: Mac or PC?
Topic: Other
How many neurons are contained within the human nervous system?
Topic: Other
why is it that a snowflake falls in the winter instead of the summer?
Topic: Other
"
127	3	31	0.4230769230769231	0	"Decide whether the topic of the question is "" Data"" or "" Other"".
and if we're not, why not?
Topic: Other
Why doesn' t my computer always boot up just as fast as it can?
Topic: Other
How can I add a column to my dataframe in pandas?
Topic: Data
Why are manhole covers round?
Topic: Other
Would it also be possible to sort your reactions by the amount of thank yous?
Topic: Other
What is the difference between a Turing machine and a finite state machine?
Topic: Data
What does ""Sharknado"" mean?
Topic: Other
What is the latest news story?
Topic: Other
"
